000|848|5088000|547|883|2019-01-01
001|597|3582000|568|810|2019-01-02
002|365|2190000|565|818|2019-01-03
003|606|3636000|594|847|2019-01-04
004|559|3354000|512|893|2019-01-05
005|536|3216000|558|821|2019-01-06
006|766|4596000|517|811|2019-01-07
007|900|5400000|543|844|2019-01-08
008|114|684000|559|856|2019-01-09
009|613|3678000|518|847|2019-01-10
010|497|2982000|595|872|2019-01-11
011|635|3810000|597|867|2019-01-12
012|720|4320000|505|811|2019-01-13
013|154|924000|582|817|2019-01-14
014|560|3360000|518|898|2019-01-15
015|388|2328000|511|846|2019-01-16
016|926|5556000|509|899|2019-01-17
017|550|3300000|553|887|2019-01-18
018|199|1194000|511|829|2019-01-19
019|478|2868000|508|804|2019-01-20
020|269|1614000|500|807|2019-01-21
021|887|5322000|581|872|2019-01-22
022|434|2604000|528|868|2019-01-23
023|362|2172000|594|899|2019-01-24
024|749|4494000|526|818|2019-01-25
025|454|2724000|538|839|2019-01-26
026|959|5754000|549|866|2019-01-27
027|548|3288000|552|893|2019-01-28
028|740|4440000|589|857|2019-01-29
029|248|1488000|553|805|2019-01-30
030|749|4494000|502|847|2019-01-31
031|977|5862000|585|858|2019-02-01
032|201|1206000|533|828|2019-02-02
033|581|3486000|568|803|2019-02-03
034|112|672000|597|871|2019-02-04
035|304|1824000|591|891|2019-02-05
036|395|2370000|595|848|2019-02-06
037|953|5718000|545|885|2019-02-07
038|244|1464000|509|810|2019-02-08
039|291|1746000|518|851|2019-02-09
040|950|5700000|507|847|2019-02-10
041|167|1002000|596|834|2019-02-11
042|894|5364000|588|865|2019-02-12
043|259|1554000|552|846|2019-02-13
044|772|4632000|537|891|2019-02-14
045|874|5244000|543|859|2019-02-15
046|615|3690000|524|841|2019-02-16
047|969|5814000|598|810|2019-02-17
048|328|1968000|572|889|2019-02-18
049|588|3528000|585|887|2019-02-19
050|764|4584000|532|867|2019-02-20
051|149|894000|537|866|2019-02-21
052|120|720000|506|811|2019-02-22
053|486|2916000|576|825|2019-02-23
054|386|2316000|535|844|2019-02-24
055|321|1926000|551|888|2019-02-25
056|846|5076000|520|817|2019-02-26
057|978|5868000|517|802|2019-02-27
058|674|4044000|565|815|2019-02-28
059|522|3132000|545|852|2019-03-01
060|735|4410000|555|858|2019-03-02
061|668|4008000|560|826|2019-03-03
062|973|5838000|545|868|2019-03-04
063|763|4578000|531|863|2019-03-05
064|296|1776000|504|878|2019-03-06
065|928|5568000|545|885|2019-03-07
066|891|5346000|503|836|2019-03-08
067|383|2298000|575|810|2019-03-09
068|505|3030000|532|823|2019-03-10
069|341|2046000|565|891|2019-03-11
070|497|2982000|514|811|2019-03-12
071|301|1806000|525|834|2019-03-13
072|903|5418000|563|889|2019-03-14
073|738|4428000|531|848|2019-03-15
