000|471|4710000|582|813|2019-01-01
001|567|5670000|521|805|2019-01-02
002|392|3920000|584|840|2019-01-03
003|890|8900000|558|831|2019-01-04
004|438|4380000|526|838|2019-01-05
005|727|7270000|539|855|2019-01-06
006|624|6240000|541|854|2019-01-07
007|673|6730000|516|889|2019-01-08
008|197|1970000|577|896|2019-01-09
009|410|4100000|519|823|2019-01-10
010|832|8320000|503|891|2019-01-11
011|998|9980000|586|893|2019-01-12
012|803|8030000|564|838|2019-01-13
013|521|5210000|503|868|2019-01-14
014|989|9890000|570|868|2019-01-15
015|215|2150000|529|844|2019-01-16
016|518|5180000|589|864|2019-01-17
017|704|7040000|562|833|2019-01-18
018|303|3030000|500|844|2019-01-19
019|882|8820000|577|875|2019-01-20
020|653|6530000|545|871|2019-01-21
021|886|8860000|545|809|2019-01-22
022|447|4470000|546|854|2019-01-23
023|881|8810000|560|835|2019-01-24
024|249|2490000|516|873|2019-01-25
025|214|2140000|573|840|2019-01-26
026|512|5120000|554|837|2019-01-27
027|249|2490000|579|897|2019-01-28
028|757|7570000|553|875|2019-01-29
029|717|7170000|534|868|2019-01-30
030|398|3980000|535|872|2019-01-31
031|502|5020000|547|824|2019-02-01
032|930|9300000|589|872|2019-02-02
033|515|5150000|546|866|2019-02-03
034|588|5880000|504|882|2019-02-04
035|604|6040000|503|814|2019-02-05
036|491|4910000|512|895|2019-02-06
037|325|3250000|580|816|2019-02-07
038|504|5040000|503|819|2019-02-08
039|399|3990000|501|824|2019-02-09
040|388|3880000|547|802|2019-02-10
041|593|5930000|539|896|2019-02-11
042|978|9780000|501|837|2019-02-12
043|428|4280000|598|828|2019-02-13
044|454|4540000|541|807|2019-02-14
045|453|4530000|531|803|2019-02-15
046|558|5580000|595|871|2019-02-16
047|617|6170000|594|873|2019-02-17
048|676|6760000|552|880|2019-02-18
049|643|6430000|583|833|2019-02-19
050|411|4110000|501|864|2019-02-20
051|775|7750000|502|882|2019-02-21
052|721|7210000|588|879|2019-02-22
053|290|2900000|590|858|2019-02-23
054|161|1610000|592|800|2019-02-24
055|251|2510000|566|835|2019-02-25
056|395|3950000|586|843|2019-02-26
057|593|5930000|589|865|2019-02-27
058|714|7140000|578|860|2019-02-28
059|912|9120000|519|804|2019-03-01
060|703|7030000|507|807|2019-03-02
061|808|8080000|505|801|2019-03-03
062|185|1850000|501|820|2019-03-04
063|993|9930000|502|885|2019-03-05
064|954|9540000|529|873|2019-03-06
065|487|4870000|510|803|2019-03-07
066|952|9520000|568|834|2019-03-08
067|908|9080000|566|859|2019-03-09
068|317|3170000|581|882|2019-03-10
069|145|1450000|572|808|2019-03-11
070|813|8130000|571|889|2019-03-12
071|647|6470000|532|817|2019-03-13
072|632|6320000|584|861|2019-03-14
073|255|2550000|546|812|2019-03-15
