000|339|169500|550|844|2019-01-01
001|882|441000|535|841|2019-01-02
002|951|475500|562|842|2019-01-03
003|927|463500|594|812|2019-01-04
004|140|70000|505|830|2019-01-05
005|377|188500|565|866|2019-01-06
006|823|411500|535|834|2019-01-07
007|209|104500|550|833|2019-01-08
008|887|443500|505|879|2019-01-09
009|782|391000|576|844|2019-01-10
010|177|88500|524|869|2019-01-11
011|652|326000|554|893|2019-01-12
012|111|55500|515|882|2019-01-13
013|576|288000|585|815|2019-01-14
014|427|213500|598|824|2019-01-15
015|481|240500|582|861|2019-01-16
016|791|395500|586|879|2019-01-17
017|527|263500|502|863|2019-01-18
018|736|368000|536|861|2019-01-19
019|151|75500|524|805|2019-01-20
020|645|322500|505|874|2019-01-21
021|897|448500|521|848|2019-01-22
022|888|444000|582|868|2019-01-23
023|902|451000|507|881|2019-01-24
024|327|163500|592|861|2019-01-25
025|920|460000|568|888|2019-01-26
026|202|101000|528|821|2019-01-27
027|622|311000|575|847|2019-01-28
028|804|402000|521|830|2019-01-29
029|752|376000|584|826|2019-01-30
030|199|99500|514|822|2019-01-31
031|818|409000|589|896|2019-02-01
032|717|358500|537|853|2019-02-02
033|506|253000|512|868|2019-02-03
034|354|177000|525|803|2019-02-04
035|704|352000|527|845|2019-02-05
036|477|238500|597|805|2019-02-06
037|612|306000|526|845|2019-02-07
038|230|115000|575|831|2019-02-08
039|831|415500|560|893|2019-02-09
040|511|255500|520|853|2019-02-10
041|696|348000|577|881|2019-02-11
042|853|426500|509|868|2019-02-12
043|371|185500|538|804|2019-02-13
044|784|392000|503|860|2019-02-14
045|828|414000|586|814|2019-02-15
046|466|233000|505|880|2019-02-16
047|105|52500|591|887|2019-02-17
048|754|377000|579|850|2019-02-18
049|672|336000|597|892|2019-02-19
050|618|309000|575|842|2019-02-20
051|115|57500|530|868|2019-02-21
052|424|212000|524|802|2019-02-22
053|588|294000|567|807|2019-02-23
054|346|173000|549|800|2019-02-24
055|696|348000|599|807|2019-02-25
056|983|491500|543|873|2019-02-26
057|209|104500|567|808|2019-02-27
058|401|200500|591|894|2019-02-28
059|725|362500|584|878|2019-03-01
060|525|262500|501|836|2019-03-02
061|907|453500|586|874|2019-03-03
062|769|384500|553|861|2019-03-04
063|408|204000|529|885|2019-03-05
064|140|70000|511|870|2019-03-06
065|488|244000|560|814|2019-03-07
066|957|478500|520|838|2019-03-08
067|393|196500|541|833|2019-03-09
068|587|293500|594|889|2019-03-10
069|103|51500|549|826|2019-03-11
070|567|283500|572|870|2019-03-12
071|223|111500|530|859|2019-03-13
072|218|109000|573|847|2019-03-14
073|880|440000|509|824|2019-03-15
