000|139|208500|524|842|2019-01-01
001|405|607500|543|882|2019-01-02
002|498|747000|506|858|2019-01-03
003|965|1447500|534|874|2019-01-04
004|643|964500|517|834|2019-01-05
005|748|1122000|555|825|2019-01-06
006|732|1098000|515|855|2019-01-07
007|666|999000|542|831|2019-01-08
008|390|585000|597|849|2019-01-09
009|345|517500|548|884|2019-01-10
010|101|151500|536|815|2019-01-11
011|149|223500|504|844|2019-01-12
012|213|319500|511|841|2019-01-13
013|937|1405500|519|895|2019-01-14
014|891|1336500|505|881|2019-01-15
015|244|366000|563|836|2019-01-16
016|435|652500|585|803|2019-01-17
017|683|1024500|528|898|2019-01-18
018|711|1066500|511|882|2019-01-19
019|857|1285500|510|861|2019-01-20
020|527|790500|543|898|2019-01-21
021|518|777000|528|836|2019-01-22
022|557|835500|523|871|2019-01-23
023|557|835500|590|843|2019-01-24
024|710|1065000|552|872|2019-01-25
025|987|1480500|599|853|2019-01-26
026|122|183000|548|854|2019-01-27
027|671|1006500|567|860|2019-01-28
028|376|564000|559|801|2019-01-29
029|152|228000|598|826|2019-01-30
030|525|787500|542|810|2019-01-31
031|571|856500|593|898|2019-02-01
032|158|237000|563|814|2019-02-02
033|119|178500|533|833|2019-02-03
034|801|1201500|500|852|2019-02-04
035|658|987000|522|833|2019-02-05
036|310|465000|558|877|2019-02-06
037|700|1050000|509|845|2019-02-07
038|213|319500|593|810|2019-02-08
039|200|300000|534|862|2019-02-09
040|343|514500|592|867|2019-02-10
041|713|1069500|551|872|2019-02-11
042|549|823500|536|858|2019-02-12
043|268|402000|571|846|2019-02-13
044|323|484500|555|894|2019-02-14
045|919|1378500|521|863|2019-02-15
046|517|775500|503|830|2019-02-16
047|325|487500|535|861|2019-02-17
048|879|1318500|526|829|2019-02-18
049|959|1438500|529|844|2019-02-19
050|960|1440000|549|852|2019-02-20
051|121|181500|539|830|2019-02-21
052|719|1078500|502|806|2019-02-22
053|184|276000|599|807|2019-02-23
054|351|526500|536|841|2019-02-24
055|683|1024500|518|834|2019-02-25
056|131|196500|506|844|2019-02-26
057|855|1282500|511|866|2019-02-27
058|440|660000|529|817|2019-02-28
059|382|573000|511|897|2019-03-01
060|550|825000|544|890|2019-03-02
061|873|1309500|574|819|2019-03-03
062|846|1269000|500|850|2019-03-04
063|485|727500|528|873|2019-03-05
064|714|1071000|566|835|2019-03-06
065|792|1188000|599|892|2019-03-07
066|463|694500|572|801|2019-03-08
067|576|864000|528|832|2019-03-09
068|453|679500|531|876|2019-03-10
069|301|451500|502|838|2019-03-11
070|718|1077000|572|838|2019-03-12
071|244|366000|596|834|2019-03-13
072|459|688500|501|888|2019-03-14
073|372|558000|528|892|2019-03-15
