000|855|2565000|541|853|2019-01-01
001|113|339000|589|842|2019-01-02
002|396|1188000|595|808|2019-01-03
003|777|2331000|527|852|2019-01-04
004|892|2676000|529|854|2019-01-05
005|150|450000|591|880|2019-01-06
006|973|2919000|579|825|2019-01-07
007|609|1827000|557|853|2019-01-08
008|664|1992000|540|868|2019-01-09
009|586|1758000|534|805|2019-01-10
010|853|2559000|510|891|2019-01-11
011|286|858000|542|848|2019-01-12
012|764|2292000|587|866|2019-01-13
013|300|900000|598|880|2019-01-14
014|659|1977000|559|885|2019-01-15
015|698|2094000|528|822|2019-01-16
016|224|672000|530|821|2019-01-17
017|249|747000|506|879|2019-01-18
018|412|1236000|534|816|2019-01-19
019|623|1869000|548|814|2019-01-20
020|453|1359000|550|873|2019-01-21
021|631|1893000|543|859|2019-01-22
022|654|1962000|506|887|2019-01-23
023|871|2613000|511|865|2019-01-24
024|433|1299000|516|891|2019-01-25
025|269|807000|579|823|2019-01-26
026|311|933000|590|896|2019-01-27
027|382|1146000|518|822|2019-01-28
028|405|1215000|594|892|2019-01-29
029|252|756000|599|836|2019-01-30
030|110|330000|551|896|2019-01-31
031|571|1713000|535|896|2019-02-01
032|992|2976000|503|841|2019-02-02
033|445|1335000|588|801|2019-02-03
034|536|1608000|586|877|2019-02-04
035|584|1752000|516|814|2019-02-05
036|139|417000|558|822|2019-02-06
037|431|1293000|522|827|2019-02-07
038|300|900000|531|879|2019-02-08
039|240|720000|550|809|2019-02-09
040|752|2256000|596|870|2019-02-10
041|412|1236000|566|858|2019-02-11
042|357|1071000|563|820|2019-02-12
043|786|2358000|503|889|2019-02-13
044|477|1431000|589|808|2019-02-14
045|268|804000|590|848|2019-02-15
046|533|1599000|545|845|2019-02-16
047|520|1560000|539|826|2019-02-17
048|494|1482000|578|856|2019-02-18
049|380|1140000|508|846|2019-02-19
050|178|534000|580|853|2019-02-20
051|962|2886000|549|870|2019-02-21
052|740|2220000|553|889|2019-02-22
053|722|2166000|592|833|2019-02-23
054|409|1227000|543|866|2019-02-24
055|974|2922000|557|865|2019-02-25
056|564|1692000|569|814|2019-02-26
057|147|441000|576|861|2019-02-27
058|984|2952000|574|832|2019-02-28
059|534|1602000|597|877|2019-03-01
060|899|2697000|532|816|2019-03-02
061|929|2787000|593|894|2019-03-03
062|533|1599000|505|845|2019-03-04
063|345|1035000|508|884|2019-03-05
064|316|948000|515|834|2019-03-06
065|755|2265000|568|834|2019-03-07
066|393|1179000|547|895|2019-03-08
067|954|2862000|572|887|2019-03-09
068|789|2367000|561|810|2019-03-10
069|607|1821000|563|855|2019-03-11
070|271|813000|509|881|2019-03-12
071|626|1878000|504|825|2019-03-13
072|612|1836000|529|821|2019-03-14
073|440|1320000|526|810|2019-03-15
