000|248|744000|504|897|2019-01-01
001|873|2619000|550|849|2019-01-02
002|796|2388000|572|845|2019-01-03
003|418|1254000|567|815|2019-01-04
004|878|2634000|585|851|2019-01-05
005|303|909000|500|830|2019-01-06
006|300|900000|514|869|2019-01-07
007|156|468000|540|879|2019-01-08
008|669|2007000|574|824|2019-01-09
009|691|2073000|581|862|2019-01-10
010|435|1305000|549|805|2019-01-11
011|534|1602000|511|871|2019-01-12
012|393|1179000|515|887|2019-01-13
013|821|2463000|567|871|2019-01-14
014|351|1053000|503|809|2019-01-15
015|582|1746000|564|807|2019-01-16
016|411|1233000|554|875|2019-01-17
017|313|939000|583|888|2019-01-18
018|637|1911000|501|853|2019-01-19
019|731|2193000|557|843|2019-01-20
020|231|693000|580|858|2019-01-21
021|496|1488000|582|884|2019-01-22
022|645|1935000|560|815|2019-01-23
023|450|1350000|531|832|2019-01-24
024|404|1212000|557|811|2019-01-25
025|636|1908000|540|826|2019-01-26
026|362|1086000|567|894|2019-01-27
027|594|1782000|576|846|2019-01-28
028|731|2193000|580|812|2019-01-29
029|650|1950000|598|858|2019-01-30
030|153|459000|597|848|2019-01-31
031|411|1233000|580|805|2019-02-01
032|545|1635000|568|826|2019-02-02
033|105|315000|517|804|2019-02-03
034|394|1182000|585|834|2019-02-04
035|218|654000|517|829|2019-02-05
036|911|2733000|589|849|2019-02-06
037|337|1011000|586|888|2019-02-07
038|792|2376000|504|860|2019-02-08
039|435|1305000|534|899|2019-02-09
040|837|2511000|563|829|2019-02-10
041|714|2142000|587|802|2019-02-11
042|114|342000|550|899|2019-02-12
043|964|2892000|536|830|2019-02-13
044|498|1494000|510|895|2019-02-14
045|708|2124000|527|808|2019-02-15
046|567|1701000|542|855|2019-02-16
047|714|2142000|575|874|2019-02-17
048|427|1281000|527|885|2019-02-18
049|832|2496000|578|899|2019-02-19
050|262|786000|508|862|2019-02-20
051|618|1854000|543|829|2019-02-21
052|768|2304000|558|872|2019-02-22
053|909|2727000|552|815|2019-02-23
054|462|1386000|502|875|2019-02-24
055|671|2013000|536|884|2019-02-25
056|800|2400000|589|883|2019-02-26
057|340|1020000|539|894|2019-02-27
058|797|2391000|559|805|2019-02-28
059|690|2070000|596|849|2019-03-01
060|378|1134000|521|805|2019-03-02
061|953|2859000|540|884|2019-03-03
062|133|399000|598|803|2019-03-04
063|803|2409000|580|860|2019-03-05
064|527|1581000|581|864|2019-03-06
065|697|2091000|555|853|2019-03-07
066|701|2103000|527|849|2019-03-08
067|955|2865000|551|834|2019-03-09
068|247|741000|597|830|2019-03-10
069|154|462000|507|863|2019-03-11
070|446|1338000|527|838|2019-03-12
071|856|2568000|510|863|2019-03-13
072|980|2940000|579|818|2019-03-14
073|906|2718000|533|841|2019-03-15
