000|299|11960000|589|805|2019-01-01
001|119|4760000|515|870|2019-01-02
002|646|25840000|588|843|2019-01-03
003|475|19000000|512|807|2019-01-04
004|245|9800000|555|862|2019-01-05
005|675|27000000|580|821|2019-01-06
006|629|25160000|575|816|2019-01-07
007|967|38680000|507|846|2019-01-08
008|732|29280000|573|875|2019-01-09
009|223|8920000|572|826|2019-01-10
010|208|8320000|513|895|2019-01-11
011|342|13680000|564|814|2019-01-12
012|663|26520000|589|813|2019-01-13
013|982|39280000|506|859|2019-01-14
014|503|20120000|567|877|2019-01-15
015|557|22280000|577|803|2019-01-16
016|585|23400000|523|802|2019-01-17
017|763|30520000|521|880|2019-01-18
018|428|17120000|571|851|2019-01-19
019|620|24800000|551|846|2019-01-20
020|543|21720000|584|873|2019-01-21
021|832|33280000|573|833|2019-01-22
022|902|36080000|595|879|2019-01-23
023|307|12280000|524|827|2019-01-24
024|503|20120000|501|845|2019-01-25
025|294|11760000|504|839|2019-01-26
026|480|19200000|589|849|2019-01-27
027|868|34720000|570|865|2019-01-28
028|566|22640000|526|889|2019-01-29
029|670|26800000|594|858|2019-01-30
030|216|8640000|502|806|2019-01-31
031|649|25960000|510|857|2019-02-01
032|296|11840000|533|866|2019-02-02
033|288|11520000|505|809|2019-02-03
034|448|17920000|557|873|2019-02-04
035|274|10960000|550|831|2019-02-05
036|485|19400000|531|834|2019-02-06
037|483|19320000|551|848|2019-02-07
038|443|17720000|583|810|2019-02-08
039|965|38600000|563|895|2019-02-09
040|753|30120000|549|823|2019-02-10
041|798|31920000|541|860|2019-02-11
042|474|18960000|586|811|2019-02-12
043|290|11600000|597|868|2019-02-13
044|853|34120000|583|876|2019-02-14
045|346|13840000|549|888|2019-02-15
046|814|32560000|567|804|2019-02-16
047|242|9680000|595|855|2019-02-17
048|760|30400000|567|888|2019-02-18
049|928|37120000|521|882|2019-02-19
050|589|23560000|529|851|2019-02-20
051|168|6720000|586|826|2019-02-21
052|401|16040000|545|887|2019-02-22
053|877|35080000|595|884|2019-02-23
054|381|15240000|516|865|2019-02-24
055|873|34920000|554|859|2019-02-25
056|975|39000000|573|818|2019-02-26
057|597|23880000|577|891|2019-02-27
058|484|19360000|599|888|2019-02-28
059|117|4680000|508|881|2019-03-01
060|152|6080000|569|811|2019-03-02
061|554|22160000|558|815|2019-03-03
062|758|30320000|599|821|2019-03-04
063|494|19760000|517|891|2019-03-05
064|420|16800000|524|883|2019-03-06
065|570|22800000|583|890|2019-03-07
066|298|11920000|564|895|2019-03-08
067|111|4440000|504|865|2019-03-09
068|269|10760000|532|825|2019-03-10
069|824|32960000|563|834|2019-03-11
070|349|13960000|589|898|2019-03-12
071|689|27560000|514|856|2019-03-13
072|560|22400000|595|871|2019-03-14
073|356|14240000|553|881|2019-03-15
